Unnamed: 0,CrossingId,Group,Number,StructureType,CrossingName,Date,RoadName,Latitude,Longitude,Fish Spp,Barriers up/downstream?,Further Assesment Required?,Shape,Material,Diameter (m),Wet width (m),High Water mark (cm),Inlet depth (cm),Outlet depth (cm),Inlet El (m),Outlet El (m),Length (m),Slope (%),Outflow drop (cm),Outflow pool depth (cm),Plunge factor (1.5x),Condition,Notes,DFO Comments,Obstruction?,Sent_to_Reg_Review,Monitoring & Occurences Unit Update,Added to pick list?,Issue,Action Required,geometry,segment_id,dist_meters
323,Inrervale W10,Inrervale W,10,Culvert,Fox Island River Culvert 01,2019-10-07,Fox Island Resource Road,48.6623,-58.65266,Trout,no,Yes,round,CSP,1,0.45,50,14,3,2.83,3.13,6.1,4.918032787,3,55,18.33333333,fair,"Water crossing unknown, not part of fox island river.
Not part of the Fox Island River. Could not find name of crossing. Small culvert that has fresh water flowing through and  flowing into stream",SLOPE IS LIKELY BARRIER,Yes,2020-07-13,,NO,,,POINT (-58.65266 48.6623),02YL000-22002,43476.1701882819
324,Inrervale W11,Inrervale W,11,Culvert,Fox Island River Culvert 02,2019-10-07,Fox Island Resource Road,48.66699,-58.6475,Stickleback,no,Yes,oval arch,CSP,0.9 H * 1.4 W,1.2,32,7,32,2.73,2.8,8,0.875,0,55,,fair,Culvert has minor damage on outlet surface rust but fair to good condition,SLOPE MAY BE BARRIER,Maybe,,,NO,,,POINT (-58.6475 48.66699),02YL000-22002,42831.0180095543
325,Inrervale W12,Inrervale W,12,Culvert,Fox Island River Culvert 03,2019-10-07,Fox Island Resource Road,48.69107,-58.60942,Trout,no,Yes,round,CSP,1.2,0.46,20,15,4,2.43,2.97,8.7,6.206896552,40,75,1.875,good,Pipe high velocity,SLOPE AND PERCH IS LIKELY BARRIER,Yes,2020-07-13,,NO,,,POINT (-58.60942 48.69107),02YL000-22002,39032.7212270868
326,Inrervale W13,Inrervale W,13,Barrier,Bottom Brook Culvert 01,2019-10-29,Bottom Brook Road,48.552115,-58.124899,Trout,no,,,,,,,,,,,,,,,,,"Barrier height: 1m width: 2m channel width 2m. 
Barrier consists of large woody debris along with non-functioning culvert. Barrier has small pool infront (0.4m deep). Water on top is approx 7.6cm. 
Looks to be old culvert washed away due to high water run off. Minimal water passing through blockage",is this a culvert washed from above? or is there a road associated with this?,Yes,2020-07-13,,YES,Is this culvert washed out from above? Or is there a road associated with this?,Provide responses to questions in spreadsheet,POINT (-58.124899 48.552115),02YL000-25271,30196.6761917812
327,Inrervale W14,Inrervale W,14,Culvert,Bottom Brook Culvert 02,2019-10-29,Bottom Brook Road,48.546143,-58.111137,Trout,no,Yes,,,,,,,,,,,,,,,,"Culvert has been completely removed and no longer functions. A natural stream has now diverted around culvert. Water crossing name unknown, stream runs into Bottom Brook.
Fish was present in pool in recent years but someone fixed road and removed pool",AS STREAM NOW FLOWS AROUND BARRIER THIS IS NOT LIKELY AN ISSUE?  FIXED ROAD RESULT IN LOSS OF POOL- HOW DOES WATER FLOW THRU ROAD?  NEED ADD'L INFO,Maybe,,,YES,Clarification required.,Provide responses to questions in spreadsheet,POINT (-58.111137 48.546143),02YL000-25271,30031.8050993966
328,Inrervale W15,Inrervale W,15,Barrier,Downstream Bottom Brook Culvert 02,2019-10-29,Bottom Brook Road,48.546143,-58.111137,Trout,Yes,,,,,,,,,,,,,,,,,"Blockage downstream from area where culvert use to be. It is made up of large woody debris from what looks to be an old bridge. Water coming through is minimal.
Culvert was completely moved an is no longer functioning . It now serves as a barrier.
Height: 1.6m, Width across channel: 3.6, Channel width: 3.6m",,Maybe,,,NO,,,POINT (-58.111137 48.546143),02YL000-25271,30031.8050993966
329,Inrervale W16,Inrervale W,16,Barrier,Upstream Bottom Brook Culvert 02,2019-10-29,Bottom Brook Road,48.546362,-58.110989,Trout,Yes,,,,,,,,,,,,,,,,,"Barrier consists of large woody debris blocking off stream. Minimal water flowing through. Not passable by fish.
Channel width: 2m, Height: 1m, Block across stream: 2m",,Yes,2020-07-13,,NO,,,POINT (-58.110989 48.546362),02YL000-25271,30006.1140760733
330,Intervale NP1,Intervale NP,1,Culvert,Scammels Brook Culvert 01,2019-09-15,Scammels Pond rd,51.05425,-56.10794,"Trout,Salmon",no,Yes,oval,CSP,"H 1.5., W 2.17",1.86,77,9.5,23.5,0.915,1.19,12.2,2.254098361,0,103,,poor,Culvert inlet is underwashed and raised. First section of culvert is separated. Majority of water is running underneath the first section.,"Slope likely a velocity barrier, and in poor condition",Yes,2020-07-13,,NO,,,POINT (-56.10794 51.05425),02YL000-22025,163480.15521404
331,Intervale NP2,Intervale NP,2,Culvert,Roses Brook Culvert 01,2019-09-19,Hwy 432,51.00177,-56.53463,Trout,no,Yes,round,CSP,2.43,1.31,38,24.5,17,1.135,1.305,28.4,0.598591549,20,72,3.6,good,,,No,,,NO,,,POINT (-56.53463 51.00177),02YL000-22025,148396.67793442
332,Intervale NP3,Intervale NP,3,Culvert,Fennimore Brook Culvert 05,2019-09-26,Hwy 432,51.12178,-56.03868,Trout,no,Yes,round,CSP,1.18,0.63,33.5,10,9.5,0.61,1.03,22.4,1.875,7,33,4.714285714,good,"Observed 2 trout approx 3""",Slope likely result in a velocity barrier,Yes,2020-07-13,,NO,,,POINT (-56.03868 51.12178),02YL000-22025,172309.532752514
333,Intervale NP4,Intervale NP,4,Culvert,Hwy 432 Culvert 01 (Water course unknown),2019-09-26,Hwy 432,51.21114,-56.0953,Trout,no,Yes,round,CSP,2,0.93,67,15.5,10,0.8,1.135,21.225,1.578327444,8,17,2.125,good,,Slope likely result in a velocity barrier,Yes,2020-07-13,,NO,,,POINT (-56.0953 51.21114),02YL000-22025,179933.868326693
334,Intervale NP5,Intervale NP,5,Culvert,Hwy 432 Culvert 02 (Water course unknown),2019-09-26,Hwy 432,51.21516,-56.11163,"Trout,Salmon,Calm",no,Yes,round,CSP,2,1.47,63,15,30,1.26,1.48,35.5,0.61971831,0,0,,good,"Trout + salmon par, 4""- 5"" freshwater clams",,No,,,NO,,,POINT (-56.11163 51.21516),02YL000-22025,179934.094755259
335,Intervale NP6,Intervale NP,6,Culvert,Mile Brook Culvert 01,2019-09-26,Hwy 432,51.15123,-55.9992,Trout,no,Yes,round,CSP,1.45,0.83,46,12,12.5,0.81,0.94,27.1,0.479704797,17,44,2.588235294,good,,DFO Note: Outlet photo missing,No,,,YES,Missing Outlet photo,Provide outlet photo,POINT (-55.9992 51.15123),02YL000-22025,176431.051110604
336,Intervale NP7,Intervale NP,7,Culvert,Roy Barkers Brook Culvert 01,2019-09-26,Hwy 432,51.286194,-56.151818,Trout,no,Yes,round,CSP,1,0.86,40.5,18,23.5,0.61,0.76,27.1,0.553505535,0,0,,good,"Observed 3-4  4""-5"" trout up and downstream of culvert + several smaller",,No,,,NO,,,POINT (-56.151818 51.286194),02YL000-22025,186367.73468181
337,Intervale NP8,Intervale NP,8,Culvert,Kellys Brook Culvert 01,2019-09-27,Hwy 432,51.05691,-56.73116,"Trout,Salmon",no,Yes,round,CSP,2.5,2.28,104,53,74,1.22,1.44,26.4,0.833333333,0,84,,good,Registered salmon river,0.8% slope could result in barrier,Maybe,,,NO,,,POINT (-56.73116 51.05691),02YL000-13673,151146.485375003
338,Intervale NP9,Intervale NP,9,Culvert,Taylors Brook Culvert 01,2019-09-27,Hwy 432,51.04949,-56.77592,Salmon,Yes,Yes,round,CSP,1.58,1.11,80,24,22,0.705,0.945,36.5,0.657534247,0,38,,fair,"Scheduled salmon River.
Culvert is located approx 200 yards upstream culvert #1 - camp 2",0.7% slope could result in barrier,Maybe,,,NO,,,POINT (-56.77592 51.04949),02YL000-13673,149528.127948576
339,Intervale NP10,Intervale NP,10,Culvert,Ten Mile Lake Culvert 01,2019-09-27,Camp 2,51.05082,-56.77491,"Trout,Salmon",Yes,Yes,round,CSP,1.48,0.93,62,23,15.5,0.81,0.885,9.5,0.789473684,0,38,,poor,"Old pulp wood and other debris partially blocking culvert inlet. Beaver house upstream 
Culvert squat in middle and seperating",0.8% slope could result in barrier,Maybe,,,NO,,,POINT (-56.77491 51.05082),02YL000-13673,149689.123104529
340,Intervale NP11,Intervale NP,11,Barrier,Ten Mile Lake Culvert 01,2019-09-27,Camp 2,51.04949,-56.77592,"Trout,Salmon",Yes,,,,,,,,,,,,,,,,,"Partial barrier trees/logs. Located approx 200 yard upstream.
Debris being carries downlake 40 yards upstream causing problems",Debris causing partial blockage,Maybe,,,NO,,,POINT (-56.77592 51.04949),02YL000-13673,149528.127948576
341,Intervale NP12,Intervale NP,12,Culvert,Croque Road Culvert 01 (Water course unknown),2019-09-28,Croque Rd,51.06346,-55.87271,Trout,no,Yes,round,CSP,1.25,1.03,70,29,24,0.83,0.89,12.2,0.491803279,0,57,,good,"Observed 3-4 5""-6"" trout",,No,,,NO,,,POINT (-55.87271 51.06346),02YL000-22025,171657.960565007
342,Intervale NP13,Intervale NP,13,Culvert,St. Juliens Road Culvert 01 (Water course unknown),2019-09-28,St. Juliens Rd,51.09913,-55.75329,Trout,no,Yes,round,CSP,1.65,1.1,37,23,15,0.325,0.64,14.9,2.11409396,16,48,3,good,DFO Note: Hose passing through culvert,Slope likely result in a velocity barrier,Yes,2020-07-13,,NO,,,POINT (-55.75329 51.09913),02YL000-22025,179235.912428161
343,Intervale NP14,Intervale NP,14,Culvert,Catch-a-Feeder Rd Culvert 01 (Water course unknown),2019-10-01,Catch-a-Feeder Rd,51.09591,-56.21712,Trout,no,Yes,oval,CSP,"H 1.47, W 2.17",1.69,39,30.5,23.5,0.805,0.82,10.12,0.148221344,0,0,,good,,,No,,,NO,,,POINT (-56.21712 51.09591),02YL000-22025,164916.878414191
344,Intervale NP15,Intervale NP,15,Culvert,Loone Pond Brook Culvert 01,2019-10-01,Camp 18 Rd,51.15446,-56.09185,Trout,Yes,Yes,round (Squatted),CSP,W 1.4. H 0.97,1.02,66,21,11,0.52,0.76,11.55,2.077922078,13,48,3.692307692,poor,Culvert squatted. Inlet particually blocked from failing timber supports,"Slope likely result in a velocity barrier, and culvert is in poor condition.",Yes,2020-07-13,,NO,,,POINT (-56.09185 51.15446),02YL000-22025,174180.083686541
345,Intervale NP16,Intervale NP,16,Barrier,Loone Pond Brook Culvert 01,2019-10-02,Camp 18 Rd,51.15446,-56.09185,Trout,no,,,,,,,,,,,,,,,,,Timber support/retaining wall falling into and blocking inlet of one of the double culverts,,,,,NO,,,POINT (-56.09185 51.15446),02YL000-22025,174180.083686541
346,Intervale NP17,Intervale NP,17,Culvert,Bottom Brook Culvert 01,2019-10-15,Goose Cove Rd,51.37069,-55.68633,Trout,no,Yes,round,plastic,1.48,0.86,54,19,10,0.51,0.69,12.6,1.428571429,17,36,2.117647059,good,,1.4% slope could lead to a velocity barrier,Maybe,,,NO,,,POINT (-55.68633 51.37069),02YL000-22025,207940.262153756
347,Intervale NP18,Intervale NP,18,Culvert,Goose Cove Road Culvert 01 (Water course unknown),2019-10-15,Goose Cove Rd,51.34155,-55.65224,Trout,no,Yes,round,CSP,1.5,0.7,28,13,7,0.88,1.15,15.3,1.764705882,0,31,,poor,Outlet severely rusted,"1.8% slope could result in a velocity barrier, and in poor condition",Yes,2020-07-13,,NO,,,POINT (-55.65224 51.34155),02YL000-22025,206188.173386537
348,Intervale NP19,Intervale NP,19,Culvert,Hwy 430 Culvert 01 (Water course unknown),2019-10-15,Hwy 430,51.37756,-56.04209,Trout,no,Yes,round,CSP,1.16,0.63,50,13,7,0.475,0.85,33.96,1.104240283,28,45,1.607142857,fair,,"1.1% slope, shallow water depth, and fair condition.",Maybe,,,NO,,,POINT (-56.04209 51.37756),02YL000-22025,198536.108061772
349,Intervale NP20,Intervale NP,20,Barrier,Hwy 430 Culvert 02 (Water course unknown),2019-10-15,Hwy 430,51.41703,-55.86892,Trout,no,,,,,,,,,,,,,,,,,"Observed approx 15-20 brook trout on upstream side of culvert
Culvert failure, partial/full barrier",Failed culvert,Yes,2020-07-13,,NO,,,POINT (-55.86892 51.41703),02YL000-22025,207134.521522804
350,Intervale NP21,Intervale NP,21,Culvert,Hwy 430 Culvert 03  (Water course unknown),2019-10-15,Hwy 430,51.42031,-55.8597,Trout,no,Yes,round,CSP,3.7,1.76,108,25,20,0.92,1.45,27.5,1.927272727,21,77,3.666666667,good,,1.9% slope likely result in a velocity barrier,Yes,2020-07-13,,NO,,,POINT (-55.8597 51.42031),02YL000-22025,207725.141387483
351,Intervale NP22,Intervale NP,22,Culvert,Hwy 430 Culvert 04 (Water course unknown),2019-10-15,Hwy 430,51.48578,-55.77785,Trout,no,Yes,oval,CSP,"H 2.75, W 4.4",1.9,70,13,6,0.76,1.02,29.5,0.881355932,2.5,65,26,good,"Observed 3-6"" brook trout",0.9% slope and shallow water depth,Maybe,,,NO,,,POINT (-55.77785 51.48578),02YL000-22025,216688.963987343
352,Intervale NP23,Intervale NP,23,Culvert,Hwy 435 Culvert 01  (Water course unknown),2019-10-15,"Hwy 435, Cook's Harbout Rd",51.49674,-55.83599,Trout,no,No,,,,,,,,,,,,,,,,Natural bottom,,No,,,NO,,,POINT (-55.83599 51.49674),02YL000-22025,216181.781194013
353,Intervale NP24,Intervale NP,24,Culvert,Hwy 435 Culvert 02  (Water course unknown),2019-10-15,"Hwy 435, Cook's Harbout Rd",51.49445,-55.89357,Trout,no,Yes,round,Aluminium,1.75,1.46,53,19,35,0.82,0.96,18.67,0.749866095,0,0,,good,New culvert made from type of aluminium. The first we have seen of this type of material,0.75% slope could lead to a velocity barrier,Maybe,,,NO,,,POINT (-55.89357 51.49445),02YL000-22025,214408.272522709
354,Intervale NP25,Intervale NP,25,Culvert,Bear cove Brook Culvert 01,2019-10-23,Hwy 430,51.2663,-56.75651,Trout,no,Yes,round,CSP,2.1,1.3,62,23,15,0.73,0.92,24.24,0.783828383,38,92,2.421052632,fair,Trout spotted by inlet,"0.8% slope and significant outflow drop
close to the 40 cm perch threshold",Maybe,,,NO,,,POINT (-56.75651 51.2663),02YL000-13673,173264.901265445
355,Intervale NP26,Intervale NP,26,Culvert,Eastern Brook Culvert 1,2019-10-23,Hwy 430,51.21095,-56.7339,"Trout,Salmon",no,Yes,oval,CSP,"H 2.86, W 4.35",2.6,76,22,15,0.87,1.045,29.5,0.593220339,25,46,1.84,good,Scheduled salmon river,"0.6% slope, shallow water depth.",Maybe,,,NO,,,POINT (-56.7339 51.21095),02YL000-13673,167651.956454116
356,Intervale NP27,Intervale NP,27,Culvert,Flower's Cove Reservior Culvert 01,2019-10-23,Old Hwy 430,51.28871,-56.7337,Trout,no,Yes,oval,CSP,"H 1.85, W2.9",2.1,52,21,15,0.8,1.05,9.92,2.52016129,8,34,4.25,good,Trout spotted at inlet side,"2.5% slope likely result in a velocity barrier, and steep outflow drop",Yes,2020-07-13,,NO,,,POINT (-56.7337 51.28871),02YL000-13673,176055.252242308
357,Intervale NP28,Intervale NP,28,Culvert,Flower's Cove Reservior Culvert 02,2019-10-23,Hwy 430,51.28897,-56.73552,Trout,no,Yes,round,CSP,1.5,1,67,29,20,0.91,1.05,18.38,0.761697497,7,31,4.428571429,good,,0.8% slope could lead to a velocity barrier,Maybe,,,NO,,,POINT (-56.73552 51.28897),02YL000-13673,176053.99724049
358,Intervale NP29,Intervale NP,29,Culvert,Hwy 430 Culvert 05  (Water course unknown),2019-10-23,Hwy 430,51.37359,-56.1439,Trout,no,Yes,round,CSP,1.5,0.7,42,13,6,0.84,1.13,20.25,1.432098765,12,43,3.583333333,fair,,"1.4% slope could lead to a velocity barrier, shallow water depth.",Maybe,,,NO,,,POINT (-56.1439 51.37359),02YL000-22025,195733.911730466
359,Intervale NP30,Intervale NP,30,Culvert,Hwy 430 Culvert 06 (Water course unknown),2019-10-23,Hwy 430,51.37296,-56.15826,"Trout,Stickleback",no,Yes,round,CSP,1.16,0.48,24,12,3,0.715,0.85,18.16,0.74339207,13,18,1.384615385,good,,"0.7% slope, shallow water depth.",Maybe,,,NO,,,POINT (-56.15826 51.37296),02YL000-22025,195349.533715948
360,Intervale NP31,Intervale NP,31,Culvert,Hwy 430 Culvert 07 (Water course unknown),2019-10-23,Hwy 430,51.37363,-56.19031,"Trout,Stickleback",no,Yes,round,CSP,1.16,0.9,47,18,16,0.73,0.895,18.31,0.901146914,0,0,,good,,0.9% slope could lead to a velocity barrier,Maybe,,,NO,,,POINT (-56.19031 51.37363),02YL000-22025,194728.05296188
361,Intervale NP32,Intervale NP,32,Culvert,Hwy 430 Culvert 08 (Water course unknown),2019-10-23,Hwy 430,51.41521,-56.45931,Trout,no,Yes,round,CSP,2,1.52,59,14,31,0.88,1.255,22.12,1.695298373,0,0,,good,,1.7% slope likely result in a velocity barrier,Yes,2020-07-13,,NO,,,POINT (-56.45931 51.41521),02YL000-22025,194415.350776454
362,Intervale NP33,Intervale NP,33,Culvert,Hwy 430 Culvert 09 (Water course unknown),2019-10-23,Hwy 430,51.37194,-56.61741,Trout,no,Yes,round,CSP,1.6,0.6,18,17.5,4,0.895,1.09,18.04,1.080931264,35,31,0.885714286,fair,"One of the culverts unraveling 
Observed 1-4"" brook trout in plunge pool",1.1% slope and significant outflow drop with inadequate plunge pool depth,Yes,2020-07-13,,NO,,,POINT (-56.61741 51.37194),02YL000-13673,187030.059522957
363,Intervale NP34,Intervale NP,34,Barrier,Hwy 430 Culvert 09,2019-10-23,Hwy 430,51.37194,-56.61741,Trout,no,,,,,,,,,,,,,,,,,"One of the double culverts is unraveling , partial barrier",,,,,NO,,,POINT (-56.61741 51.37194),02YL000-13673,187030.059522957
364,Intervale NP35,Intervale NP,35,Culvert,Hwy 430 Culvert 10 (Water course unknown),2019-10-23,Hwy 430,51.36738,-56.63142,Trout,no,Yes,round,CSP,2.5,1.28,52,24,16,1.01,1.05,27.9,0.143369176,20,72,3.6,good,"Observed 5-6 brook trout (3""-5"") at inlet of culvert",,No,,,NO,,,POINT (-56.63142 51.36738),02YL000-13673,186286.036796531
365,Intervale NP36,Intervale NP,36,Culvert,Hwy 430 Culvert 11 (Water course unknown),2019-10-23,Hwy 430,51.23191,-56.77937,Trout,no,Yes,round,CSP,1.78,0.95,48,15,9.5,0.89,1.01,18.5,0.648648649,18.5,59,3.189189189,good,Anchor point town resivour 400-500 yards upstream,"0.65% slope, outlet drop, and shallow water depth in culvert",Maybe,,,NO,,,POINT (-56.77937 51.23191),02YL000-13673,169180.212232032
366,Intervale NP37,Intervale NP,37,Culvert,Hwy 430 Culvert 12 (Water course unknown),2019-10-23,Hwy 430,51.15539,-56.79092,Trout,no,Yes,round,CSP,1.12,0.78,29,18,14,0.515,0.91,18.22,2.167947311,16,46,2.875,good,,>2% slope likely result in a velocity barrier,Yes,2020-07-13,,NO,,,POINT (-56.79092 51.15539),02YL000-13673,160707.287966432
367,Intervale NP38,Intervale NP,38,Culvert,Mouse Hole Culvert 01,2019-10-23,Hwy 430,51.3988,-56.373,,no,No,,,,,,,,,,,,,,,,Backwatered. Connects two ponds,,No,,,YES,Missing Fish spp,Provide fish spp information,POINT (-56.373 51.3988),02YL000-22025,193967.813212218
368,Intervale NP39,Intervale NP,39,Culvert,Mouse Hole Culvert 02,2019-10-23,Hwy 430,51.3988,-56.37361,,no,No,,,,,,,,,,,,,,,,,,No,,,YES,Missing Fish spp,Provide fish spp information,POINT (-56.37361 51.3988),02YL000-22025,193957.711945568
369,Intervale NP40,Intervale NP,40,Culvert,Farker's Brook Culvert 02,2019-10-25,Old Hwy 430,51.496704,-55.777591,Trout,no,Yes,round,CSP,3.67,1.4,56,31,11,1.285,1.17,12.18,-0.944170772,0,0,,good,,,No,,,NO,,,POINT (-55.777591 51.496704),02YL000-22025,217804.359886273
370,Intervale NP41,Intervale NP,41,Barrier,Old Airport Creek Culvert 01,2019-10-25,Old Airport,51.48952,-55.80589,Trout,no,,,,,,,,,,,,,,,,,Full/partial barrier. Failed/collapsed culvert,,Yes,2020-02-13,Not assessed other than to add to list of sites that will require field visit whenever COVID situation allows us to do so.,NO,,,POINT (-55.80589 51.48952),02YL000-22025,216276.404618382
371,Intervale NP42,Intervale NP,42,Culvert,Old Airport Creek Culvert 02,2019-10-25,Old Airport,51.49111,-55.80589,Trout,Yes,Yes,round,CSP,1.65,0.77,52,17,9,0.675,1.25,18.17,3.164556962,24,91,3.791666667,good,partially seperated in the middle,,Yes,2020-02-13,Not assessed other than to add to list of sites that will require field visit whenever COVID situation allows us to do so.,NO,,,POINT (-55.80589 51.49111),02YL000-22025,216438.283432076
372,Intervale NP43,Intervale NP,43,Culvert,Old Hwy 430 Culvert 01 (Water course unknown),2019-10-25,Old Hwy 430,51.54118,-56.07674,Trout,no,No,,,,,,,,,,,,,,,,,,No,,,NO,,,POINT (-56.07674 51.54118),02YL000-22025,214890.277112912
373,Intervale NP44,Intervale NP,44,Culvert,Old Hwy 430 Culvert 02 (Water course unknown),2019-10-25,Old Hwy 430,51.53099,-56.1125,Trout,no,Yes,round,CSP,0.95,0.46,28,9,6,0.28,0.66,9.33,4.072883173,21,62,2.952380952,fair,,4% slope likely a velocity barrier,Yes,2020-07-13,,NO,,,POINT (-56.1125 51.53099),02YL000-22025,213044.401333635
374,Intervale NP45,Intervale NP,45,Culvert,Old Hwy 430 Culvert 03 (Water course unknown),2019-10-25,Old Hwy 430,51.52775,-56.12834,Trout,no,Yes,round,CSP,1.24,0.6,39,14,6,0.725,0.81,9.32,0.912017167,50,67,1.34,poor,,"0.9% slope, significant (50cm) outflow drop, and culverts are in poor condition",Yes,2020-07-13,,NO,,,POINT (-56.12834 51.52775),02YL000-22025,212368.200418443
375,MFN1,MFN,1,Culvert,Big Duck Hole,2019-10-10,Tailrace rd,47.9617,-54.21356667,Trout,barrier inside culvert,Yes,circular,CSP,1,,,,,0.865,0.942,3.318,2.320675105,,,,,There are two culverts and both are rough and rusted condition. We could only work with one. The Picture of the single culvert is the one we took some measurements of (*the one with less water flow). The elevations could only be taken from the top of the culvert and besides the elevation measurements it’s obvious the culvert is tilted against water flow. This culvert washes out most every year and municipal council repair’s it. That is more than likely why rock are inside culvert. Also this culvert is impacted by tidal waters and release of water from dam. Trout: when season opens most of all the trout in pond get caught. Approximately 60 trout get caught on that day no more after that day.,"CULVERT IN POOR CONDITION
SLOPE MAY RESULT IN VELOCITY BARRIER",Yes,2020-07-13,,NO,,,POINT (-54.21356667 47.9617),02YL000-19364,260969.16347676
376,MFN2,MFN,2,Culvert,C2 Unnamed,2019-10-16,Rt 360 - Bay d'Espoir Highway,48.42301667,-54.5458,"Trout,Salmon",None,No,,,,,,,,,,,,,,,,Natural bottom,,No,,,NO,,,POINT (-54.5458 48.42301667),02YL000-24807,210150.280938085
377,MFN3,MFN,3,Culvert,Salt Pit rd,2019-10-17,Salt Pit rd,47.93375,-54.28663333,Trout,inside culvert (squat),Yes,circ/squat,CSP,1.97H x 1.54H,0.6,90,9,120.5,0.95,1.41,16.146,2.849002849,20,0.812,,,,SLOPE MAY RESULT IN VELOCITY BARRIER AND WATER DEPTH THRU BARREL MAY PRESENT MIGRATORY CHALLENGES,Yes,2020-07-13,,YES,Incorrect units/measurement on outlet depth,Take new measurements,POINT (-54.28663333 47.93375),02YL000-20477,258595.098715164
